更新时间,#genre#
20260228-19-23-10,url


RespoTime,whitelist,#genre#
136.77ms,春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
144.01ms,CCTV-16,http://74.91.26.218:82/live/cctv16hd.m3u8
144.11ms,春晚2002,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
148.55ms,春晚2009,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
149.23ms,春晚2004,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
150.31ms,春晚2006,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
182.17ms,广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
201.62ms,CCTV-16,http://dd.ddzb.fun/php/migu.php?id=cctv16
213.94ms,重庆卫视,http://dd.ddzb.fun/php/migu.php?id=cqws
214.66ms,CCTV-5+,http://dd.ddzb.fun/php/migu.php?id=cctv5p
227.12ms,山东卫视,http://dd.ddzb.fun/php/migu.php?id=sdws
268.86ms,春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
269.10ms,天映经典,https://classicarts.akamaized.net/hls/live/1024257/CAS/master.m3u8
270.73ms,春晚1986,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
272.37ms,CGTN纪录,https://0472.org/hls/cgtnd.m3u8
273.03ms,春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
274.48ms,CGTN阿语,https://0472.org/hls/cgtna.m3u8
274.87ms,CGTN法语,https://0472.org/hls/cgtnf.m3u8
295.02ms,春晚2021,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
307.26ms,CCTV-7,http://dd.ddzb.fun/php/migu.php?id=cctv7
309.14ms,合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8
318.18ms,安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
346.03ms,浙江影视娱乐,http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
349.29ms,春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
349.89ms,春晚2017,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
352.69ms,春晚1988,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
353.95ms,CGTN,https://0472.org/hls/cgtn.m3u8
354.26ms,无线星河,https://cdn6.101.qzz.io/163189/tvbxh
362.19ms,广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
368.04ms,春晚2022,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
371.01ms,安徽导视,http://dspdhls.appcoo.com:8888/live/dspd/index.m3u8
373.86ms,CCTV-16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
375.25ms,安徽卫视,http://120.211.62.180:8000/hls/33/index.m3u8
376.52ms,河南卫视,http://dd.ddzb.fun/php/migu.php?id=hnws
398.21ms,春晚2003,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
398.55ms,山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8
402.73ms,辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
405.70ms,辽宁卫视,http://drive.mxmy.net:8888/udp/239.3.1.210:8056
407.06ms,CCTV-1,http://drive.mxmy.net:8888/udp/239.3.1.129:8008
413.38ms,CCTV-3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8
414.21ms,东南卫视,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8
414.86ms,CCTV-10,http://drive.mxmy.net:8888/udp/239.3.1.63:8116
415.10ms,四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8
415.81ms,吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
416.43ms,CCTV-13,http://drive.mxmy.net:8888/udp/239.3.1.124:8128
416.75ms,CCTV-2,http://drive.mxmy.net:8888/udp/239.3.1.60:8084
417.24ms,浙江经济生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
417.49ms,东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8
417.80ms,江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8
418.02ms,CCTV-11,http://drive.mxmy.net:8888/udp/239.3.1.152:8120
418.63ms,江苏卫视,http://218.3.138.25:1111/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
419.55ms,黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
419.59ms,CCTV-17,http://drive.mxmy.net:8888/udp/239.3.1.151:8144
419.83ms,山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8
419.95ms,CCTV-15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8
420.19ms,CCTV-5,http://drive.mxmy.net:8888/udp/239.3.1.173:8001
420.43ms,CCTV-3,http://112.46.85.60:8009/hls/3/index.m3u8
420.48ms,湖南卫视,http://drive.mxmy.net:8888/udp/239.3.1.132:8012
420.64ms,CCTV-1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
421.15ms,安徽卫视,http://drive.mxmy.net:8888/udp/239.3.1.211:8064
421.28ms,广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8
421.92ms,江苏卫视,http://drive.mxmy.net:8888/udp/239.3.1.135:8028
422.38ms,CCTV-4,http://drive.mxmy.net:8888/udp/239.3.1.214:4220
422.55ms,重庆卫视,http://drive.mxmy.net:8888/udp/239.3.1.122:8160
422.67ms,重庆汽摩,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
422.86ms,江苏卫视,http://218.3.138.25:1111/tsfile/live/1017_1.m3u8
422.92ms,四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8
423.58ms,黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8
423.61ms,CCTV-17,http://drive.mxmy.net:8888/udp/239.3.1.188:8001
424.59ms,河北卫视,http://drive.mxmy.net:8888/udp/239.3.1.148:8072
426.87ms,天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8
427.14ms,CCTV-9,http://drive.mxmy.net:8888/udp/239.3.1.62:8112
427.27ms,湖北卫视,http://drive.mxmy.net:8888/udp/239.3.1.138:8044
427.59ms,CCTV-1,http://112.46.85.60:8009/hls/501/index.m3u8
427.97ms,广东卫视,http://drive.mxmy.net:8888/udp/239.3.1.142:8048
428.13ms,深圳卫视,http://drive.mxmy.net:8888/udp/239.3.1.134:8020
429.17ms,辽宁卫视,http://39.152.103.17:8089/tsfile/live/1024_1.m3u8
429.18ms,北京卫视,http://61.136.172.236:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
430.22ms,CCTV-6,http://drive.mxmy.net:8888/udp/239.3.1.174:8001
430.91ms,河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8
431.97ms,江西卫视,http://drive.mxmy.net:8888/udp/239.3.1.123:8164
432.19ms,CCTV-13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
432.28ms,东南卫视,http://drive.mxmy.net:8888/udp/239.3.1.156:8148
432.61ms,CCTV-13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
432.72ms,山东综艺,http://58.57.40.22:9901/tsfile/live/1021_1.m3u8
433.01ms,东方卫视,http://drive.mxmy.net:8888/udp/239.3.1.136:8032
433.12ms,广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8
433.56ms,河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
434.37ms,CCTV-4,http://drive.mxmy.net:8888/udp/239.3.1.105:8092
435.01ms,黑莓电影,https://epg.pw/stream/ffcb6572863f0745a7369fbd9d901f1dfd0ab8fab8bad8bebb4e01c90b303c47.m3u8
435.70ms,江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
435.97ms,辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
436.20ms,黑龙江卫视,http://drive.mxmy.net:8888/udp/239.3.1.133:8016
436.55ms,春晚2013,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
437.26ms,CCTV-2,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8
437.44ms,CCTV-14,http://drive.mxmy.net:8888/udp/239.3.1.65:8132
437.98ms,重庆卫视,http://61.136.172.236:9901/tsfile/live/0142_1.m3u8
438.09ms,深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
438.31ms,北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
438.64ms,广东经济科教,http://119.32.12.17:2901/udp/224.1.100.6:11111
439.08ms,安徽卫视,http://61.136.172.236:9901/tsfile/live/0130_1.m3u8
440.05ms,CCTV-5,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
441.27ms,重庆汽摩,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
441.95ms,广东民生,http://119.32.12.17:2901/udp/224.1.100.4:11111
442.57ms,江苏卫视,http://183.11.239.36:808/hls/38/index.m3u8
443.40ms,CCTV-6,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8
443.87ms,辽宁教育青少,http://120.76.248.139/live/bfgd/4200000075.m3u8
444.02ms,纬来体育,https://epg.pw/stream/4f18dfe0593db5c686eb64ae8edaf2a9202d4d46bdc9bbde2cee27708e12ea01.m3u8
444.47ms,广东民生,http://183.11.239.36:808/hls/18/index.m3u8
445.37ms,CCTV-12,http://drive.mxmy.net:8888/udp/239.3.1.64:8124
445.77ms,CCTV-4,http://drive.mxmy.net:8888/udp/239.3.1.213:4220
446.13ms,新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8
447.33ms,CCTV-2,http://120.76.248.139/live/bfgd/4200000061.m3u8
447.37ms,山东农科,http://58.57.40.22:9901/tsfile/live/1022_1.m3u8
447.39ms,广东少儿,http://119.32.12.17:2901/udp/224.1.100.9:11111
447.62ms,CCTV-15,http://183.11.239.36:808/hls/102/index.m3u8
448.11ms,CCTV-11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
448.23ms,湖北卫视,http://61.136.172.236:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
448.37ms,四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
448.81ms,山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
448.90ms,黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
448.93ms,湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
450.06ms,陕西卫视,http://219.146.95.58:59902/tsfile/live/0136_1.m3u8?txiptv
450.64ms,辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8
450.85ms,CCTV-17,http://dms.yryyj.site:8188/udp/239.76.245.238:1234
452.34ms,深圳卫视,http://gmxw.7766.org:808/hls/45/index.m3u8
452.73ms,朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8
452.80ms,CCTV-12,http://183.11.239.36:808/hls/30/index.m3u8
453.11ms,西藏卫视,http://183.11.239.36:808/hls/64/index.m3u8
453.22ms,黑龙江卫视,http://218.13.170.98:9901/tsfile/live/1006_1.m3u8
454.40ms,哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
454.90ms,重庆卫视,http://183.11.239.36:808/hls/53/index.m3u8
455.05ms,广东体育,http://120.238.85.131:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
456.09ms,哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
456.66ms,山东文旅,http://58.57.40.22:9901/tsfile/live/1023_1.m3u8
457.42ms,CCTV-13,http://183.11.239.36:808/hls/31/index.m3u8
458.34ms,甘肃卫视,http://183.11.239.36:808/hls/119/index.m3u8
458.76ms,云南卫视,http://183.11.239.36:808/hls/52/index.m3u8
459.26ms,CCTV-3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
461.53ms,贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
462.14ms,重庆汽摩,http://183.230.184.51:65500/tntv1.m3u8
466.36ms,河北卫视,http://183.11.239.36:808/hls/54/index.m3u8
466.59ms,CCTV-7,http://drive.mxmy.net:8888/udp/239.3.1.61:8104
466.60ms,甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
466.77ms,吉林卫视,http://drive.mxmy.net:8888/udp/239.3.1.240:8172
467.97ms,CCTV-5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
468.99ms,湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8
469.38ms,广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
469.66ms,北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8
470.14ms,CCTV-8,http://112.46.85.60:8009/hls/8/index.m3u8
470.83ms,浙江经济生活,http://ali-vl.cztv.com/channels/lantian/channel003/360p.m3u8
471.54ms,广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8
471.60ms,广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
471.94ms,山东卫视,http://drive.mxmy.net:8888/udp/239.3.1.209:8052
472.22ms,河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
472.85ms,CCTV-1,http://112.123.206.32:808/hls/1/index.m3u8
473.03ms,浙江卫视,http://111.61.236.247:9081/hls/25/index.m3u8
473.10ms,CCTV-5+,http://drive.mxmy.net:8888/udp/239.3.1.130:8004
473.72ms,山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
474.34ms,吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8
474.94ms,甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8
478.07ms,CCTV-9,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8
478.69ms,天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8
479.55ms,CCTV-8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
481.80ms,天津卫视,http://182.150.23.74:808/hls/27/index.m3u8
482.43ms,东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8
482.49ms,东方卫视,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8
483.26ms,河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8
484.36ms,辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8
487.50ms,春晚2018,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
487.70ms,浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
490.43ms,山东卫视,http://222.169.85.8:9901/tsfile/live/0131_1.m3u8
493.42ms,安徽卫视,http://111.61.236.247:9081/hls/27/index.m3u8
494.59ms,CCTV-5+,http://182.150.23.74:808/hls/16/index.m3u8
498.16ms,CCTV-16,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
498.95ms,浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
500.30ms,河北卫视,http://111.61.236.247:9081/hls/17/index.m3u8
501.25ms,CCTV-5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
502.11ms,浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=
504.44ms,宁夏卫视,http://222.169.85.8:9901/tsfile/live/0112_1.m3u8
505.92ms,安徽卫视,http://123.129.70.178:9901/tsfile/live/0130_1.m3u8
506.62ms,福建旅游,http://110.80.17.38:9999/tsfile/live/0138_1.m3u8
508.35ms,东方卫视,http://111.61.236.247:9081/hls/40/index.m3u8
510.64ms,江苏卫视,http://111.61.236.247:9081/hls/26/index.m3u8
515.19ms,重庆卫视,http://111.61.236.247:9081/hls/41/index.m3u8
516.68ms,重庆汽摩,http://222.179.155.21:1935/ch1.m3u8
519.91ms,浙江教科影视,http://ali-vl.cztv.com/channels/lantian/channel004/360p.m3u8
521.65ms,延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#
521.70ms,春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
523.00ms,四川卫视,http://111.61.236.247:9081/hls/35/index.m3u8
528.95ms,吉林卫视,http://111.61.236.247:9081/hls/45/index.m3u8
541.77ms,浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
544.84ms,陕西卫视,http://113.25.252.226:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
551.18ms,辽宁北方,http://120.76.248.139/live/bfgd/4200000071.m3u8
551.25ms,江西卫视,http://111.61.236.247:9081/hls/36/index.m3u8
552.24ms,浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
553.21ms,CCTV-4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
554.60ms,CCTV-14,http://182.150.23.74:808/hls/14/index.m3u8
556.13ms,CCTV-14,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8
558.31ms,北京卫视,http://111.61.236.247:9081/hls/28/index.m3u8
558.33ms,辽宁卫视,http://111.61.236.247:9081/hls/30/index.m3u8
560.62ms,天津卫视,http://111.61.236.247:9081/hls/29/index.m3u8
565.19ms,贵州卫视,http://111.61.236.247:9081/hls/37/index.m3u8
566.34ms,天津卫视,http://drive.mxmy.net:8888/udp/239.3.1.141:1234
568.60ms,四川卫视,http://182.150.23.74:808/hls/38/index.m3u8
570.48ms,广东民生,http://183.237.95.108:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=0&authid=0
572.10ms,湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
578.90ms,天津卫视,http://123.129.70.178:9901/tsfile/live/0135_1.m3u8
580.01ms,山东生活,http://ls.qingting.fm/live/60260.m3u8
580.25ms,无线新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
580.25ms,春晚1987,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
581.56ms,东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8
583.36ms,安徽卫视,http://182.150.23.74:808/hls/25/index.m3u8
583.66ms,CCTV-7,http://182.150.23.74:808/hls/7/index.m3u8
584.23ms,广西卫视,http://182.150.23.74:808/hls/31/index.m3u8
586.88ms,江西卫视,http://182.150.23.74:808/hls/30/index.m3u8
589.61ms,春晚2000,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
589.92ms,江苏卫视,http://182.150.23.74:808/hls/18/index.m3u8
592.20ms,CCTV-12,http://182.150.23.74:808/hls/12/index.m3u8
592.64ms,浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
596.49ms,吉林卫视,http://182.150.23.74:808/hls/35/index.m3u8
597.79ms,春晚1991,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
597.91ms,重庆卫视,http://123.129.70.178:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
603.08ms,内蒙古卫视,http://182.150.23.74:808/hls/37/index.m3u8
603.18ms,春晚1995,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
606.28ms,湖北卫视,http://182.150.23.74:808/hls/28/index.m3u8
608.11ms,CCTV-6,http://182.150.23.74:808/hls/6/index.m3u8
609.48ms,广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
610.00ms,黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
614.98ms,北京卫视,http://222.169.85.8:9901/tsfile/live/0017_1.m3u8
621.29ms,辽宁卫视,http://dassby.qqff.top:99/live/辽宁卫视高清/index.m3u8
623.02ms,天津体育,http://ak.cj022.com:10080/hls/6/index.m3u8
626.00ms,吉林乡村,https://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8
628.35ms,CCTV-2,http://112.123.206.32:808/hls/2/index.m3u8
631.12ms,CCTV-16,http://home.yulei.online:9999/rtp/226.0.2.169:9264
634.33ms,春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
635.69ms,合肥新闻,http://vapi.91kds.cc/live1/udp.m3u8?ip=anhui-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=238.1.78.111:6760
