更新时间,#genre#
20250613-13-33-49,url


RespoTime,whitelist,#genre#
27.70ms,余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8zzhed
28.24ms,开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed
29.22ms,延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#
52.92ms,广东新闻,https://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
56.74ms,莲花卫视,http://php.jdshipin.com:8880/amlh.php
57.99ms,山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
58.15ms,余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
61.26ms,上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
64.39ms,凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
66.07ms,余姚综合,https://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
66.17ms,新昌生活,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
66.18ms,萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
67.21ms,亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
70.93ms,福建经济,http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8
71.75ms,海南新闻,https://satellitepull.cnr.cn/live/wxhainxwgb/playlist.m3u8
77.27ms,凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
78.09ms,凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
79.29ms,深圳卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873474.m3u8
80.53ms,新疆卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887448.m3u8
81.44ms,凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
81.51ms,海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8
81.91ms,TVBS,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
81.93ms,东森新闻,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
82.11ms,东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
82.43ms,海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist1.m3u8
82.69ms,纬来体育,http://108.181.20.197/livehttpplay?channel_id=20120
82.82ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8?blog.ntnas.top
82.83ms,凤凰香港,http://108.181.20.197/livehttpplay?channel_id=30016
82.85ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
82.97ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
82.99ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
83.04ms,TVBS欢乐,http://108.181.20.197/livehttpplay?channel_id=20105
83.08ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
83.22ms,东森美洲,http://38.64.72.148/hls/modn/list/2016/chunklist0.m3u8
83.28ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
83.39ms,台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
83.47ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?
84.38ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
84.53ms,东森美洲,http://38.64.72.148:80/hls/modn/list/2016/chunklist1.m3u8
84.59ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?
84.60ms,东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8?
84.85ms,海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8
84.98ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/playlist.m3u8
85.17ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/playlist.m3u8
85.31ms,深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
85.32ms,民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
85.37ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?
85.56ms,福建新闻,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
86.46ms,东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
86.58ms,民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
86.70ms,东森美洲,http://38.64.72.148/hls/modn/list/2015/chunklist0.m3u8
87.75ms,台视新闻,http://xn--94q.l5.ca/daili/Smartv.php?id=ttvnews_twn
87.84ms,凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=30015
89.01ms,三沙卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887452.m3u8
92.16ms,福建新闻,https://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
93.64ms,江苏卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873461.m3u8
94.78ms,凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
96.63ms,台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
96.90ms,山东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873467.m3u8
97.11ms,RTHK32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
97.32ms,凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
99.89ms,TVB Plus,https://cdn.163189.xyz/live/tvbp/stream.m3u8
102.32ms,新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
102.49ms,东南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873473.m3u8
102.55ms,凤凰资讯,http://ali.hlspull.yximgs.com/live/8803fa3dbc8b9adb24010f8fb5c44e02.flv
102.67ms,1985年春晚,http://txmov2.a.kwimgs.com/bs3/video-hls/5227271857652377954_hlshd15.m3u8
106.74ms,RTHK31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
108.06ms,淘娱乐,http://dsj.motem.top:8880/bptv/10000100000000050000000003887499.m3u8
108.57ms,甘肃经济,https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
110.23ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0#rtmp://zhibo.hkstv.tv/livestream/mutfysrq
110.75ms,春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
111.36ms,1983年春晚,http://txmov2.a.kwimgs.com/bs3/video-hls/5207287136834522947_hlshd15.m3u8
111.60ms,翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3&token=512df05ba47edb46400575c93e179adb7981226d414516400ed1d382cb126adc517715d4ccd3a2276bf3c7b72d52f58905225cf0b1cc461b7888443f
112.16ms,凤凰香港,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;wsMonitor=0
115.39ms,重庆卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796458.m3u8
116.40ms,广西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887394.m3u8
117.66ms,重庆新闻,https://satellitepull.cnr.cn/live/wxcqxwgb/playlist.m3u8
118.58ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
119.25ms,春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
119.91ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
121.70ms,CGTN纪录,https://0472.org/hls/cgtnd.m3u8
122.17ms,陕西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887404.m3u8
123.72ms,江西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796511.m3u8
124.30ms,TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
124.34ms,三立台湾,http://xn--94q.l5.ca/daili/Smartv.php?id=sanlitaiwan
125.29ms,RTHK33,https://rthktv33-live.akamaized.net:443/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
126.19ms,四川卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887274.m3u8
126.46ms,湖南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873458.m3u8
126.57ms,北京卫视,https://345iptv.com/?act=play&token=9de6d0fe2a410c6481444a15712c4ead&tid=ws&id=5&p=0###WEB\\n
126.85ms,东方卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873462.m3u8
127.13ms,厦门卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887454.m3u8
127.42ms,CGTN法语,https://0472.org/hls/cgtnf.m3u8
128.94ms,民视台湾台,https://345iptv.com/?act=play&token=46fc090f8a6e63b6aaace480ff3c6333&tid=gt&id=67&p=0###WEB\\n
129.05ms,淘剧场,http://dsj.motem.top:8880/bptv/10000100000000050000000003887497.m3u8
129.21ms,翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
129.63ms,亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
132.42ms,深圳卫视,https://345iptv.com/?act=play&token=c678f75c2a848f21ac545be0bd47e4e4&tid=ws&id=6&p=0###WEB\\n
132.73ms,甘肃卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887450.m3u8
133.19ms,翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
133.27ms,2017年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5191524564569524830_hlshd15.m3u8
136.89ms,澳亚卫视,https://345iptv.com/?act=play&token=53ceeef30429e4252363292d47612ba4&tid=gt&id=41&p=0###WEB\\n
137.14ms,CHC动作电影,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=265218967&sign=c5915476f2cd7735418c3408c7a50bfd
138.05ms,山西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887413.m3u8
138.06ms,春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
138.36ms,湖北卫视,https://345iptv.com/?act=play&token=564851b0d4d433d3bda8e34f645b7761&tid=ws&id=12&p=0###WEB\\n
138.54ms,2011年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5243597434070590481_hlshd15.m3u8
139.96ms,CGTN阿语,https://0472.org/hls/cgtna.m3u8
140.44ms,黑龙江卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873470.m3u8
140.77ms,吉林卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004972569.m3u8
140.84ms,金鹰卡通,http://dsj.motem.top:8880/bptv/10000100000000050000000004796942.m3u8
142.39ms,凤凰卫视资讯台,https://345iptv.com/?act=play&token=6bdefacb888922eba8683ba0d3ed2d0c&tid=gt&id=2&p=0###WEB\\n
142.44ms,翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
143.82ms,凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
144.79ms,贵州卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873471.m3u8
145.90ms,天津卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873466.m3u8
145.94ms,河北卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873460.m3u8
145.97ms,西藏卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887434.m3u8
146.46ms,安徽卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873469.m3u8
147.91ms,新昌新闻综合,https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
147.99ms,广东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873459.m3u8
148.31ms,CGTN西语,https://0472.org/hls/cgtnx.m3u8
148.39ms,LoveNature,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
151.37ms,广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
152.62ms,海南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796877.m3u8
153.13ms,北京卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003870776.m3u8
153.44ms,凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
153.91ms,RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
154.40ms,翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
154.51ms,辽宁卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873468.m3u8
154.64ms,萧山生活,https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
154.65ms,云南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887453.m3u8
155.34ms,中天新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
155.55ms,凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
156.20ms,凤凰资讯,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
156.94ms,凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
157.78ms,1989年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5194620763762726260_hlsb.m3u8
158.05ms,凤凰香港,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
158.35ms,TVB无线新闻台,https://345iptv.com/?act=play&token=8cb8ac6c145287e2ee088d20822560ab&tid=gt&id=6&p=0###WEB\\n
158.45ms,凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
159.11ms,广东新闻,http://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
159.26ms,淘Baby,http://dsj.motem.top:8880/bptv/10000100000000050000000003887496.m3u8
160.18ms,萌宠TV,http://dsj.motem.top:8880/bptv/10000100000000050000000003887495.m3u8
160.76ms,内蒙古卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887427.m3u8
161.06ms,TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
161.33ms,CGTN俄语,https://0472.org/hls/cgtne.m3u8
161.75ms,宁夏卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887433.m3u8
162.37ms,无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
164.28ms,淘电影,http://dsj.motem.top:8880/bptv/10000100000000050000000003887498.m3u8
166.05ms,凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
166.19ms,TVB+,http://cdn.163189.xyz/live/tvbp/stream.m3u8
166.29ms,三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
166.37ms,凤凰资讯,https://cdn6.163189.xyz/live/fhzx/stream.m3u8
168.38ms,2025-06-13 06:36:10,https://vd3.bdstatic.com/mda-ren0u3qx5hknf8wb/1080p/cae_h264/1747960722207612951/mda-ren0u3qx5hknf8wb.mp4
169.06ms,HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
173.28ms,青海卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887430.m3u8
174.97ms,RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
175.19ms,翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
175.44ms,2022年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5224457109297710655_hlshd15.m3u8
175.81ms,经典老歌伤感女声篇,https://vd3.bdstatic.com/mda-ig8mrb0k4jjc5ydt/sc/mda-ig8mrb0k4jjc5ydt.mp4
178.03ms,2021年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700831151909807_hlshd15.m3u8
178.75ms,RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
179.30ms,东方卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=264104266&sign=c5915476f2cd7735418c3408c7a50bfd
179.37ms,江西卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=810783159&sign=c5915476f2cd7735418c3408c7a50bfd
179.54ms,DJ流浪兄弟,https://vd2.bdstatic.com/mda-mhrdtax1km0idkc5/1080p/cae_h264/1629972852606533219/mda-mhrdtax1km0idkc5.mp4
180.44ms,广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
181.61ms,深圳卫视,https://www.yangshipin.cn/tv/home?pid=600002481
184.51ms,RTHK33,https://rthktv33-live.akamaized.net:443/hls/live/2101641/RTHKTV33/stream02/streamPlaylist.m3u8
186.81ms,萧山新闻综合,https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
189.95ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
191.87ms,青海卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=531262027&sign=c5915476f2cd7735418c3408c7a50bfd
193.60ms,凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
193.96ms,翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
194.04ms,凤凰中文,https://live.tvfix.org/live/fhzw/1/v4000000/index.m3u8
195.74ms,翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
196.89ms,CHC家庭影院,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=265667645&sign=c5915476f2cd7735418c3408c7a50bfd
199.83ms,翡翠台,https://cdn.163189.xyz/live/fct4k/stream.m3u8
203.94ms,吉林卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=531262154&sign=c5915476f2cd7735418c3408c7a50bfd
205.00ms,民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
205.23ms,翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
205.52ms,DJ舞曲,https://vd2.bdstatic.com/mda-nch73gktvfmgdrbd/sc/cae_h264_delogo/1647644537085447432/mda-nch73gktvfmgdrbd.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1648813542-0-0-4a2d27d50015d19f3ed5cf5fbc261f79&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&watermark=0&did=ced9e69a4f6154e91be590c1d5a488ab&logid=0942439256&vid=4192073541598205553&pt=0&appver=7.2.1.10&model=T7-5G10&osver=9&cr=2&abtest=peav_g52&sle=1&sl=1420&split=1235330&dt=1&nt=0&pe=0&prerender=0&kpdl=1&h265_m=-1&klogid=c770aa16cadb579d&kapid=1&psp=1&psk=68&pif=0_0_0_0&qtfc=65535&qtut=0&stg=none
205.74ms,龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
207.69ms,春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
209.07ms,凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
209.38ms,英雄泪,https://vd3.bdstatic.com/mda-ncnp6tm56ngrxbis/360p/h264_delogo/1648055585617071282/mda-ncnp6tm56ngrxbis.mp4
209.80ms,辽宁卫视,https://345iptv.com/?act=play&token=277baadee7068e4d2e4a835866c78b0e&tid=ws&id=14&p=0###WEB\\n
211.62ms,春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
212.08ms,DJ歌曲怎么爱都爱不够,https://vd3.bdstatic.com/mda-mksyipb0103ck0pm/sc/cae_h264_nowatermark/1638055298562460672/mda-mksyipb0103ck0pm.mp4
212.69ms,凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
213.16ms,广东卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=263541274&sign=c5915476f2cd7735418c3408c7a50bfd
213.34ms,凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
214.35ms,耀才财经,https://345iptv.com/?act=play&token=8849436eb5342a97dded6b8ba81e36f9&tid=gt&id=32&p=0###WEB\\n
216.34ms,重庆卫视,https://345iptv.com/?act=play&token=fd924a13a25202c7a45f4e14c66813db&tid=ws&id=19&p=0###WEB\\n
218.14ms,东方卫视,https://345iptv.com/?act=play&token=14c120f4699385856214c9cc1c80ed3a&tid=ws&id=4&p=0###WEB\\n
218.19ms,DJ此生已过半,https://vd3.bdstatic.com/mda-mdaprhx095djift2/hd/mda-mdaprhx095djift2.mp4
223.12ms,CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
225.08ms,HOY TV,https://345iptv.com/?act=play&token=e14264b740c71d5d8fea15a2771cb4d2&tid=gt&id=24&p=0###WEB\\n
226.93ms,春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
227.41ms,DJ最烈的酒最猛的烟,https://vd4.bdstatic.com/mda-nd3eicnw62x3z3j0/hd/cae_h264_delogo/1649067794176996768/mda-nd3eicnw62x3z3j0.mp4
229.05ms,东森幼幼,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d
229.72ms,凤凰资讯,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8?
230.57ms,春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
230.76ms,凤凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MDFD5624054756240547&ct=19235&tsum=3d8e21403954d488cd95d367f1f90d8b
231.46ms,东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
231.60ms,凤凰资讯,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=MB5B7253262872532628&ct=19249&tsum=e2b2dcd00f39adb64b6c03601da1e0e0
